step,policy,seed,failure_scenario,coverage,active_drones,mean_energy,hives,connected_hive_fraction,exploration_depth
117,carrier_only,84,0,0.3730324074074074,21,7.505273090216419,1,1.0,95.92477313442845
118,carrier_only,84,0,0.3773148148148148,20,7.438382924961731,1,1.0,96.7466555440675
119,carrier_only,84,0,0.38136574074074076,20,7.009371808792442,1,1.0,97.70530357364123
120,carrier_only,84,0,0.3854166666666667,20,6.593035307129696,1,1.0,98.46268595744088
121,carrier_only,84,0,0.3888888888888889,20,6.1823081529830395,1,1.0,98.99556121179349
122,carrier_only,84,0,0.3924768518518518,20,5.793169221082525,1,1.0,99.73678090350869
123,carrier_only,84,0,0.3972222222222222,20,5.365765964531059,1,1.0,100.7163987631042
124,carrier_only,84,0,0.40069444444444446,19,5.221067869558263,1,1.0,101.5738343982871
125,carrier_only,84,0,0.4042824074074074,19,4.787511413702792,1,1.0,102.30521171892457
126,carrier_only,84,0,0.4079861111111111,18,4.62136250868291,1,1.0,102.9752321978913
127,carrier_only,84,0,0.4115740740740741,18,4.213646238679116,1,1.0,102.9752321978913
128,carrier_only,84,0,0.4150462962962963,18,3.7983407619401808,1,1.0,102.9752321978913
129,carrier_only,84,0,0.41747685185185185,17,3.5713111209076382,1,1.0,102.9752321978913
130,carrier_only,84,0,0.4203703703703704,17,3.170482887488641,1,1.0,102.9752321978913
131,carrier_only,84,0,0.42291666666666666,16,2.9426658457300157,1,1.0,102.9752321978913
132,carrier_only,84,0,0.425,16,2.554948904079236,1,1.0,102.9752321978913
133,carrier_only,84,0,0.42766203703703703,16,2.1646564942371205,1,1.0,102.9752321978913
134,carrier_only,84,0,0.4300925925925926,15,1.8890883116391162,1,1.0,102.9752321978913
135,carrier_only,84,0,0.4324074074074074,15,1.5044688320143105,1,1.0,102.9752321978913
136,carrier_only,84,0,0.4340277777777778,14,1.1737831163778123,1,1.0,102.9752321978913
137,carrier_only,84,0,0.4354166666666667,9,1.257193893637231,1,1.0,102.9752321978913
138,carrier_only,84,0,0.43680555555555556,7,1.116738759264331,1,1.0,102.9752321978913
139,carrier_only,84,0,0.4378472222222222,6,0.8837410950994201,1,1.0,102.9752321978913
140,carrier_only,84,0,0.4380787037037037,4,0.887547215840191,1,1.0,102.9752321978913
141,carrier_only,84,0,0.4386574074074074,4,0.4740538568498591,1,1.0,102.9752321978913
142,carrier_only,84,0,0.4386574074074074,2,0.1989864810276295,1,1.0,102.9752321978913
143,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
144,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
145,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
146,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
147,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
148,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
149,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
150,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
151,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
152,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
153,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
154,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
155,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
156,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
157,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
158,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
159,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
160,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
161,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
162,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
163,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
164,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
165,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
166,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
167,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
168,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
169,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
170,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
171,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
172,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
173,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
174,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
175,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
176,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
177,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
178,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
179,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
180,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
181,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
182,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
183,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
184,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
185,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
186,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
187,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
188,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
189,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
190,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
191,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
192,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
193,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
194,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
195,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
196,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
197,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
198,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
199,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
200,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
201,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
202,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
203,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
204,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
205,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
206,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
207,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
208,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
209,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
210,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
211,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
212,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
213,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
214,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
215,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
216,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
217,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
218,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
219,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
220,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
221,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
222,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
223,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
224,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
225,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
226,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
227,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
228,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
229,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
230,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
231,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
232,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
233,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
234,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
235,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
236,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
237,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
238,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
239,carrier_only,84,0,0.4386574074074074,0,0.0,1,1.0,102.9752321978913
0,carrier_only,101,0,0.009953703703703704,24,32.0,1,1.0,10.5131776610953
1,carrier_only,101,0,0.011458333333333333,24,32.0,1,1.0,11.498793293854325
2,carrier_only,101,0,0.012615740740740742,24,32.0,1,1.0,12.403499246762419
3,carrier_only,101,0,0.014467592592592593,24,32.0,1,1.0,13.48396571654715
4,carrier_only,101,0,0.016203703703703703,24,32.0,1,1.0,14.505236924226905
5,carrier_only,101,0,0.017939814814814815,24,32.0,1,1.0,15.302712290694005
6,carrier_only,101,0,0.019444444444444445,24,32.0,1,1.0,16.30143952764694
7,carrier_only,101,0,0.021180555555555557,24,32.0,1,1.0,17.32417907542062
8,carrier_only,101,0,0.023148148148148147,24,32.0,1,1.0,18.192024615115194
9,carrier_only,101,0,0.025,24,32.0,1,1.0,19.305775231246788
10,carrier_only,101,0,0.026504629629629628,24,32.0,1,1.0,19.75362939097775
11,carrier_only,101,0,0.029050925925925924,24,32.0,1,1.0,20.619347541402885
12,carrier_only,101,0,0.03125,24,32.0,1,1.0,21.386306202759762
13,carrier_only,101,0,0.033449074074074076,24,32.0,1,1.0,21.612113578185014
14,carrier_only,101,0,0.03518518518518519,24,32.0,1,1.0,22.41103941974267
15,carrier_only,101,0,0.037384259259259256,24,32.0,1,1.0,23.1703564863331
16,carrier_only,101,0,0.04027777777777778,24,32.0,1,1.0,24.088743901693036
17,carrier_only,101,0,0.04282407407407408,24,32.0,1,1.0,24.931267658250043
18,carrier_only,101,0,0.04525462962962963,24,32.0,1,1.0,25.259845532138815
19,carrier_only,101,0,0.04849537037037037,24,32.0,1,1.0,26.320805518540684
20,carrier_only,101,0,0.050347222222222224,24,32.0,1,1.0,26.51762639459491
21,carrier_only,101,0,0.0525462962962963,24,32.0,1,1.0,27.153598786218097
22,carrier_only,101,0,0.05451388888888889,24,32.0,1,1.0,28.249458343581093
23,carrier_only,101,0,0.056712962962962965,24,32.0,1,1.0,28.424566866770782
24,carrier_only,101,0,0.05925925925925926,24,32.0,1,1.0,29.295430000672436
25,carrier_only,101,0,0.06296296296296296,24,31.999337739642325,1,1.0,29.784262048690216
26,carrier_only,101,0,0.06550925925925925,24,32.0,1,1.0,30.38676333001842
27,carrier_only,101,0,0.06782407407407408,24,31.999819835466635,1,1.0,30.704768727868974
28,carrier_only,101,0,0.07048611111111111,24,31.99670432187475,1,1.0,30.882306268666042
29,carrier_only,101,0,0.07361111111111111,24,31.989032013614036,1,1.0,31.2892285086834
30,carrier_only,101,0,0.07708333333333334,24,31.97598025604077,1,1.0,31.76983844010403
31,carrier_only,101,0,0.07893518518518519,24,31.966884261782536,1,1.0,32.468335493942554
32,carrier_only,101,0,0.08136574074074074,24,31.950389432428096,1,1.0,33.05085124928906
33,carrier_only,101,0,0.084375,24,31.928444370640467,1,1.0,33.518258600229366
34,carrier_only,101,0,0.08784722222222222,24,31.900299841398077,1,1.0,34.403476774170656
35,carrier_only,101,0,0.09027777777777778,24,31.863177876575946,1,1.0,35.11867687761359
36,carrier_only,101,0,0.0931712962962963,24,31.822442382871326,1,1.0,35.937340669513475
37,carrier_only,101,0,0.09606481481481481,24,31.780597431374815,1,1.0,36.56741320846534
38,carrier_only,101,0,0.09849537037037037,24,31.73512253417839,1,1.0,37.16375361157394
39,carrier_only,101,0,0.10162037037037037,24,31.669954439033813,1,1.0,38.24535625022018
40,carrier_only,101,0,0.1037037037037037,24,31.632742775631836,1,1.0,38.5504979895659
41,carrier_only,101,0,0.10659722222222222,24,31.571597641524686,1,1.0,39.34772958664427
42,carrier_only,101,0,0.10925925925925926,24,31.508688558238692,1,1.0,39.996394175097
43,carrier_only,101,0,0.11226851851851852,24,31.421882717453204,1,1.0,40.523486996493254
44,carrier_only,101,0,0.11539351851851852,24,31.32633545681425,1,1.0,41.43438158662933
45,carrier_only,101,0,0.11956018518518519,24,31.22551438010905,1,1.0,42.434856149527235
46,carrier_only,101,0,0.12256944444444444,24,31.11790489360853,1,1.0,42.72362877304624
47,carrier_only,101,0,0.12534722222222222,24,31.00008294952242,1,1.0,43.19293379746159
48,carrier_only,101,0,0.12824074074074074,24,30.884995237736263,1,1.0,44.03440172833261
49,carrier_only,101,0,0.1318287037037037,24,30.757488098932203,1,1.0,44.706656145735536
50,carrier_only,101,0,0.13495370370370371,24,30.590836074146655,1,1.0,45.220262460169565
51,carrier_only,101,0,0.13935185185185187,24,30.427791146162168,1,1.0,46.28396143113347
52,carrier_only,101,0,0.1423611111111111,24,30.253433774571832,1,1.0,46.94718004325011
53,carrier_only,101,0,0.1457175925925926,24,30.062739744840655,1,1.0,47.37067216849125
54,carrier_only,101,0,0.14907407407407408,24,29.865747748920736,1,1.0,47.9872564098737
55,carrier_only,101,0,0.15185185185185185,24,29.668525216259415,1,1.0,48.91481917690465
56,carrier_only,101,0,0.15648148148148147,24,29.44448806596161,1,1.0,49.16064011465953
57,carrier_only,101,0,0.16018518518518518,24,29.198269002114216,1,1.0,49.857291185786345
58,carrier_only,101,0,0.16342592592592592,24,28.9446861012237,1,1.0,50.564838734319835
59,carrier_only,101,0,0.1673611111111111,24,28.71154988873955,1,1.0,51.612148570492764
60,carrier_only,101,0,0.17118055555555556,24,28.452421556300987,1,1.0,52.299405831747656
61,carrier_only,101,0,0.17407407407407408,24,28.194658965060754,1,1.0,52.76810389313444
62,carrier_only,101,0,0.17719907407407406,24,27.89478001568924,1,1.0,53.77418595570468
63,carrier_only,101,0,0.18136574074074074,24,27.599386939804777,1,1.0,54.24020234198234
64,carrier_only,101,0,0.18449074074074073,24,27.306160672788796,1,1.0,55.31310200333526
65,carrier_only,101,0,0.18796296296296297,24,27.003043141703454,1,1.0,56.053811189025936
66,carrier_only,101,0,0.1912037037037037,24,26.681140086988915,1,1.0,57.09801983470848
67,carrier_only,101,0,0.19560185185185186,24,26.355263376225462,1,1.0,58.20224610201849
68,carrier_only,101,0,0.19872685185185185,24,26.026776123701257,1,1.0,59.25137954566589
69,carrier_only,101,0,0.20162037037037037,24,25.71196646596731,1,1.0,59.53212635031435
70,carrier_only,101,0,0.20578703703703705,24,25.3543202799406,1,1.0,60.651162334812405
71,carrier_only,101,0,0.20983796296296298,24,25.028631153024453,1,1.0,61.263811766328814
72,carrier_only,101,0,0.21342592592592594,24,24.67380061482794,1,1.0,62.114601447942135
73,carrier_only,101,0,0.21712962962962962,24,24.292447214581575,1,1.0,63.297786555391234
74,carrier_only,101,0,0.22037037037037038,24,23.926663231453045,1,1.0,63.92538020346692
75,carrier_only,101,0,0.22395833333333334,24,23.576677417354926,1,1.0,64.86018475160007
76,carrier_only,101,0,0.22824074074074074,24,23.216054843911895,1,1.0,65.56721494627874
77,carrier_only,101,0,0.23171296296296295,24,22.847907970084165,1,1.0,66.26763939247799
78,carrier_only,101,0,0.2355324074074074,24,22.481705832343465,1,1.0,67.07895363341663
79,carrier_only,101,0,0.23969907407407406,24,22.110289005983788,1,1.0,68.15206829465374
80,carrier_only,101,0,0.24363425925925927,24,21.73888380879411,1,1.0,69.39175366893019
81,carrier_only,101,0,0.246875,24,21.364964434311332,1,1.0,70.20910912092585
82,carrier_only,101,0,0.25092592592592594,24,20.98597029147221,1,1.0,70.70491220784791
83,carrier_only,101,0,0.2552083333333333,24,20.605497410692795,1,1.0,71.96275516656708
84,carrier_only,101,0,0.2585648148148148,24,20.221400054282338,1,1.0,73.08888066531492
85,carrier_only,101,0,0.262037037037037,24,19.80965346993443,1,1.0,73.81747694223837
86,carrier_only,101,0,0.26458333333333334,24,19.43920500271491,1,1.0,74.49009450815913
87,carrier_only,101,0,0.26840277777777777,24,19.03374280793378,1,1.0,75.70885485427516
88,carrier_only,101,0,0.2722222222222222,24,18.639956365199772,1,1.0,76.3328456747715
89,carrier_only,101,0,0.2747685185185185,24,18.230458564465163,1,1.0,76.6818163248174
90,carrier_only,101,0,0.27824074074074073,24,17.807645909306164,1,1.0,77.7942873953866
91,carrier_only,101,0,0.2818287037037037,24,17.401608821608168,1,1.0,78.54590204079594
92,carrier_only,101,0,0.2849537037037037,24,16.957510828426987,1,1.0,79.46401301478546
93,carrier_only,101,0,0.2886574074074074,24,16.550778639352433,1,1.0,80.38915075786414
94,carrier_only,101,0,0.2914351851851852,24,16.160078983389305,1,1.0,81.03992124693339
95,carrier_only,101,0,0.29560185185185184,24,15.730753584129227,1,1.0,81.52217410390979
96,carrier_only,101,0,0.2986111111111111,24,15.340494153748608,1,1.0,82.35821812772006
97,carrier_only,101,0,0.3023148148148148,24,14.944000639155197,1,1.0,83.3355490996664
98,carrier_only,101,0,0.3054398148148148,24,14.511845714541444,1,1.0,84.37289827079968
99,carrier_only,101,0,0.30868055555555557,24,14.083599503730433,1,1.0,85.47692547678734
100,carrier_only,101,0,0.3130787037037037,24,13.680535059653309,1,1.0,86.18586952132081
101,carrier_only,101,0,0.31655092592592593,24,13.280689640456686,1,1.0,87.18100442457107
102,carrier_only,101,0,0.3193287037037037,24,12.879127228898945,1,1.0,88.2457290304657
103,carrier_only,101,0,0.3230324074074074,24,12.476879042669308,1,1.0,89.19118099815512
104,carrier_only,101,0,0.32719907407407406,24,12.04392562621331,1,1.0,90.2479606771864
105,carrier_only,101,0,0.33217592592592593,24,11.631240072667042,1,1.0,91.31431393283727
106,carrier_only,101,0,0.3353009259259259,24,11.209101291669304,1,1.0,92.05991987508072
107,carrier_only,101,0,0.33958333333333335,24,10.827884118313543,1,1.0,93.14643711405681
108,carrier_only,101,0,0.34293981481481484,24,10.408463487871492,1,1.0,94.18672899430183
109,carrier_only,101,0,0.3472222222222222,24,10.019832122281398,1,1.0,94.85018665176985
110,carrier_only,101,0,0.350462962962963,24,9.608539641834968,1,1.0,95.59317869213498
111,carrier_only,101,0,0.35462962962962963,24,9.200775127681178,1,1.0,96.65672383857961
112,carrier_only,101,0,0.35844907407407406,24,8.777029555191296,1,1.0,97.74379421942122
113,carrier_only,101,0,0.36238425925925927,24,8.36048787424401,1,1.0,98.45138584708299
114,carrier_only,101,0,0.3664351851851852,22,8.67683947102781,1,1.0,99.38271514200073
115,carrier_only,101,0,0.3695601851851852,22,8.261592013878701,1,1.0,99.45439902039084
116,carrier_only,101,0,0.37222222222222223,21,8.230193245436109,1,1.0,100.1863384268945
117,carrier_only,101,0,0.3763888888888889,21,7.817167388330818,1,1.0,101.35636316176667
118,carrier_only,101,0,0.3783564814814815,20,7.771938922815683,1,1.0,101.97798875391427
119,carrier_only,101,0,0.38090277777777776,20,7.370702096881239,1,1.0,101.97798875391427
120,carrier_only,101,0,0.38298611111111114,20,6.956375254442212,1,1.0,101.97798875391427
121,carrier_only,101,0,0.3849537037037037,20,6.5582490389658945,1,1.0,101.97798875391427
122,carrier_only,101,0,0.3872685185185185,19,6.494923470191909,1,1.0,101.97798875391427
123,carrier_only,101,0,0.3891203703703704,19,6.083132506140528,1,1.0,101.97798875391427
124,carrier_only,101,0,0.39155092592592594,19,5.685402996692869,1,1.0,101.97798875391427
125,carrier_only,101,0,0.39328703703703705,19,5.254121597505478,1,1.0,101.97798875391427
126,carrier_only,101,0,0.39560185185185187,19,4.845669270365514,1,1.0,101.97798875391427
127,carrier_only,101,0,0.3980324074074074,18,4.661833691611494,1,1.0,101.97798875391427
128,carrier_only,101,0,0.40011574074074074,18,4.249298239569474,1,1.0,101.97798875391427
129,carrier_only,101,0,0.4023148148148148,17,4.049344387251342,1,1.0,101.97798875391427
130,carrier_only,101,0,0.40405092592592595,17,3.6276504812825174,1,1.0,101.97798875391427
131,carrier_only,101,0,0.40497685185185184,15,3.66670962136456,1,1.0,101.97798875391427
132,carrier_only,101,0,0.4063657407407407,15,3.23757043835087,1,1.0,101.97798875391427
133,carrier_only,101,0,0.4068287037037037,14,3.042025862742024,1,1.0,101.97798875391427
134,carrier_only,101,0,0.40752314814814816,13,2.8394754062541776,1,1.0,101.97798875391427
135,carrier_only,101,0,0.40868055555555555,12,2.648997604011187,1,1.0,101.97798875391427
136,carrier_only,101,0,0.4099537037037037,12,2.2420111821991298,1,1.0,101.97798875391427
137,carrier_only,101,0,0.41064814814814815,11,2.038697589549689,1,1.0,101.97798875391427
138,carrier_only,101,0,0.41180555555555554,10,1.7884206820155346,1,1.0,102.48123379133709
139,carrier_only,101,0,0.41215277777777776,8,1.800979573461888,1,1.0,102.71694530273918
140,carrier_only,101,0,0.41238425925925926,6,1.9194338177685186,1,1.0,102.71694530273918
141,carrier_only,101,0,0.41261574074074076,5,1.8456381730997147,1,1.0,102.71694530273918
142,carrier_only,101,0,0.4127314814814815,5,1.3791543555441081,1,1.0,102.71694530273918
143,carrier_only,101,0,0.4131944444444444,4,1.2360631158388418,1,1.0,102.71694530273918
144,carrier_only,101,0,0.41388888888888886,4,0.8003987884541962,1,1.0,102.71694530273918
145,carrier_only,101,0,0.41388888888888886,3,0.6449376342383563,1,1.0,102.71694530273918
146,carrier_only,101,0,0.41388888888888886,1,0.9548331855946566,1,1.0,102.71694530273918
147,carrier_only,101,0,0.41388888888888886,1,0.6298715933065085,1,1.0,102.71694530273918
148,carrier_only,101,0,0.41388888888888886,1,0.1779642277470107,1,1.0,102.71694530273918
149,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
150,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
151,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
152,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
153,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
154,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
155,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
156,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
157,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
158,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
159,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
160,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
161,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
162,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
163,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
164,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
165,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
166,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
167,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
168,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
169,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
170,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
171,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
172,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
173,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
174,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
175,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
176,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
177,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
178,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
179,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
180,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
181,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
182,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
183,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
184,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
185,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
186,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
187,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
188,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
189,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
190,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
191,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
192,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
193,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
194,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
195,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
196,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
197,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
198,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
199,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
200,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
201,carrier_only,101,0,0.41388888888888886,0,0.0,1,1.0,102.71694530273918
