step,policy,seed,failure_scenario,coverage,active_drones,mean_energy,hives,connected_hive_fraction,exploration_depth
198,fixed_relay,21,1,0.5392361111111111,18,27.178178240776997,5,0.8,119.0
199,fixed_relay,21,1,0.5392361111111111,18,26.99647792532808,5,0.8,119.0
200,fixed_relay,21,1,0.5393518518518519,18,27.554061043665584,6,0.8333333333333334,119.0
201,fixed_relay,21,1,0.539699074074074,18,28.030829183987613,6,0.8333333333333334,119.0
202,fixed_relay,21,1,0.539699074074074,18,28.39893170006146,6,0.8333333333333334,119.0
203,fixed_relay,21,1,0.539699074074074,18,28.652254708761475,6,0.8333333333333334,119.0
204,fixed_relay,21,1,0.539699074074074,18,28.84360235595771,6,0.8333333333333334,119.0
205,fixed_relay,21,1,0.539699074074074,18,28.96402527627438,6,0.8333333333333334,119.0
206,fixed_relay,21,1,0.539699074074074,18,29.05647433076817,6,0.8333333333333334,119.0
207,fixed_relay,21,1,0.539699074074074,18,29.147476812826554,6,0.8333333333333334,119.0
208,fixed_relay,21,1,0.539699074074074,18,29.252228331032896,6,0.8333333333333334,119.0
209,fixed_relay,21,1,0.539699074074074,18,29.357702402056677,6,0.8333333333333334,119.0
210,fixed_relay,21,1,0.539699074074074,18,29.458822001205988,6,0.8333333333333334,119.0
211,fixed_relay,21,1,0.539699074074074,18,29.55056423733392,6,0.8333333333333334,119.0
212,fixed_relay,21,1,0.539699074074074,18,29.63516924435132,6,0.8333333333333334,119.0
213,fixed_relay,21,1,0.539699074074074,18,29.72051652890987,6,0.8333333333333334,119.0
214,fixed_relay,21,1,0.539699074074074,18,29.822578924296458,6,0.8333333333333334,119.0
215,fixed_relay,21,1,0.539699074074074,18,29.927018711254675,6,0.8333333333333334,119.0
216,fixed_relay,21,1,0.539699074074074,18,30.032598413611836,6,0.8333333333333334,119.0
217,fixed_relay,21,1,0.539699074074074,18,30.13160774698349,6,0.8333333333333334,119.0
218,fixed_relay,21,1,0.539699074074074,18,30.224201436056305,6,0.8333333333333334,119.0
219,fixed_relay,21,1,0.539699074074074,18,30.31405829603513,6,0.8333333333333334,119.0
220,fixed_relay,21,1,0.539699074074074,18,30.401106866105515,6,0.8333333333333334,119.0
221,fixed_relay,21,1,0.539699074074074,18,30.488491437309808,6,0.8333333333333334,119.0
222,fixed_relay,21,1,0.539699074074074,18,30.592268065419464,6,0.8333333333333334,119.0
223,fixed_relay,21,1,0.539699074074074,18,30.67919602209386,6,0.8333333333333334,119.0
224,fixed_relay,21,1,0.539699074074074,18,30.763872701660596,6,0.8333333333333334,119.0
225,fixed_relay,21,1,0.539699074074074,18,30.862709609484366,6,0.8333333333333334,119.0
226,fixed_relay,21,1,0.539699074074074,18,30.953084680965894,6,0.8333333333333334,119.0
227,fixed_relay,21,1,0.539699074074074,18,31.015730618963673,6,0.8333333333333334,119.0
228,fixed_relay,21,1,0.539699074074074,18,31.08370988520403,6,0.8333333333333334,119.0
229,fixed_relay,21,1,0.539699074074074,18,31.143041399621794,6,0.8333333333333334,119.0
230,fixed_relay,21,1,0.539699074074074,18,31.21218730714421,6,0.8333333333333334,119.0
231,fixed_relay,21,1,0.539699074074074,18,31.274664710246117,6,0.8333333333333334,119.0
232,fixed_relay,21,1,0.539699074074074,18,31.327001688234922,6,0.8333333333333334,119.0
233,fixed_relay,21,1,0.539699074074074,18,31.396323166666125,6,0.8333333333333334,119.0
234,fixed_relay,21,1,0.539699074074074,18,31.463337842832416,6,0.8333333333333334,119.0
235,fixed_relay,21,1,0.539699074074074,18,31.515931174183404,6,0.8333333333333334,119.0
236,fixed_relay,21,1,0.539699074074074,18,31.557257397739306,6,0.8333333333333334,119.0
237,fixed_relay,21,1,0.539699074074074,18,31.588408865787105,6,0.8333333333333334,119.0
238,fixed_relay,21,1,0.539699074074074,18,31.623081857910435,6,0.8333333333333334,119.0
239,fixed_relay,21,1,0.539699074074074,18,31.659892549539205,6,0.8333333333333334,119.0
0,fixed_relay,42,1,0.009027777777777777,24,32.0,1,1.0,11.357305470253031
1,fixed_relay,42,1,0.01087962962962963,24,32.0,1,1.0,12.165962375072668
2,fixed_relay,42,1,0.012268518518518519,24,32.0,1,1.0,12.478388257181633
3,fixed_relay,42,1,0.014004629629629629,24,32.0,1,1.0,13.576947761679378
4,fixed_relay,42,1,0.01597222222222222,24,32.0,1,1.0,14.536723880387745
5,fixed_relay,42,1,0.018055555555555554,24,32.0,1,1.0,15.190843508526086
6,fixed_relay,42,1,0.020717592592592593,24,32.0,1,1.0,16.04161542633854
7,fixed_relay,42,1,0.02337962962962963,24,32.0,1,1.0,17.053758802335512
8,fixed_relay,42,1,0.025925925925925925,24,32.0,1,1.0,17.841877154184782
9,fixed_relay,42,1,0.02847222222222222,24,32.0,1,1.0,18.816085215862646
10,fixed_relay,42,1,0.030208333333333334,24,32.0,1,1.0,19.375883311952506
11,fixed_relay,42,1,0.03287037037037037,24,32.0,1,1.0,19.805377762174395
12,fixed_relay,42,1,0.0349537037037037,24,32.0,1,1.0,20.359055416009564
13,fixed_relay,42,1,0.03715277777777778,24,32.0,1,1.0,21.590564428681304
14,fixed_relay,42,1,0.039467592592592596,24,32.0,1,1.0,22.34060910613984
15,fixed_relay,42,1,0.04224537037037037,24,32.0,1,1.0,23.081694655954916
16,fixed_relay,42,1,0.04513888888888889,24,32.0,1,1.0,24.27033049107567
17,fixed_relay,42,1,0.04791666666666667,24,32.0,1,1.0,25.316350637912905
18,fixed_relay,42,1,0.050347222222222224,24,32.0,1,1.0,25.896477517329544
19,fixed_relay,42,1,0.053009259259259256,24,32.0,1,1.0,26.800198312588755
20,fixed_relay,42,1,0.055671296296296295,24,32.0,1,1.0,27.49684643986375
21,fixed_relay,42,1,0.05856481481481481,24,32.0,1,1.0,28.138305204122766
22,fixed_relay,42,1,0.06180555555555556,24,32.0,1,1.0,28.71041332816581
23,fixed_relay,42,1,0.06435185185185185,24,32.0,1,1.0,29.094655816404256
24,fixed_relay,42,1,0.06782407407407408,24,32.0,1,1.0,29.349450886795157
25,fixed_relay,42,1,0.07002314814814815,24,31.99482184092355,1,1.0,30.047048806871288
26,fixed_relay,42,1,0.07337962962962963,24,31.993286536854697,1,1.0,31.02533225162936
27,fixed_relay,42,1,0.07685185185185185,24,31.9856547449846,1,1.0,31.353372967293904
28,fixed_relay,42,1,0.07997685185185185,24,31.97491482214586,1,1.0,32.48401646690751
29,fixed_relay,42,1,0.0824074074074074,24,31.960267568211805,1,1.0,33.48313713585107
30,fixed_relay,42,1,0.0855324074074074,24,31.941332790149662,1,1.0,34.44484692597108
31,fixed_relay,42,1,0.0880787037037037,24,31.912615709508685,1,1.0,34.65573673864364
32,fixed_relay,42,1,0.09108796296296297,24,31.88356898296964,1,1.0,34.81592411766937
33,fixed_relay,42,1,0.0943287037037037,24,31.834727659932906,1,1.0,35.31759859532216
34,fixed_relay,42,1,0.09641203703703703,24,31.80205799886374,1,1.0,36.04029285711022
35,fixed_relay,42,1,0.10023148148148148,24,31.757947819287647,1,1.0,36.73251014148896
36,fixed_relay,42,1,0.10405092592592592,24,31.70088958316884,1,1.0,37.184430474631654
37,fixed_relay,42,1,0.10810185185185185,24,31.643576882877785,1,1.0,38.33611570697053
38,fixed_relay,42,1,0.11145833333333334,24,31.586281512954674,1,1.0,39.32812091367262
39,fixed_relay,42,1,0.11446759259259259,24,31.520342806091367,1,1.0,40.21886921129134
40,fixed_relay,42,1,0.11805555555555555,24,31.59780152906464,2,1.0,41.16741167486364
41,fixed_relay,42,1,0.1207175925925926,24,31.630652873890842,2,1.0,42.12603129318514
42,fixed_relay,42,1,0.12418981481481481,24,31.627929995611883,2,1.0,42.65215059480877
43,fixed_relay,42,1,0.12708333333333333,24,31.625220162914946,2,1.0,43.06409332714959
44,fixed_relay,42,1,0.1310185185185185,24,31.611077771142522,2,1.0,43.89401731930356
45,fixed_relay,42,1,0.1346064814814815,24,31.588541216704446,2,1.0,44.29421028206812
46,fixed_relay,42,1,0.1375,24,31.575452898817336,2,1.0,45.22016165687615
47,fixed_relay,42,1,0.1414351851851852,24,31.553131394225364,2,1.0,46.163263065903514
48,fixed_relay,42,1,0.14456018518518518,24,31.53093662171598,2,1.0,47.251554713379505
49,fixed_relay,42,1,0.1482638888888889,24,31.5088383947791,2,1.0,47.597997363055136
50,fixed_relay,42,1,0.15185185185185185,24,31.472722123995457,2,1.0,48.435005482886766
51,fixed_relay,42,1,0.15601851851851853,24,31.43651139091834,2,1.0,49.1408591246982
52,fixed_relay,42,1,0.15914351851851852,24,31.402561419531434,2,1.0,50.03280525153454
53,fixed_relay,42,1,0.16354166666666667,24,31.36484630742575,2,1.0,50.554906253505
54,fixed_relay,42,1,0.1667824074074074,24,31.332290059384984,2,1.0,51.403785757866885
55,fixed_relay,42,1,0.1712962962962963,24,31.28447182325142,2,1.0,52.4657142079383
56,fixed_relay,42,1,0.17372685185185185,24,31.244855845237183,2,1.0,53.13588143356138
57,fixed_relay,42,1,0.17766203703703703,24,31.193394364785288,2,1.0,54.1877925664435
58,fixed_relay,42,1,0.1806712962962963,24,31.14045776447973,2,1.0,54.88999827163318
59,fixed_relay,42,1,0.18449074074074073,24,31.085216748101715,2,1.0,55.77038692814321
60,fixed_relay,42,1,0.1884259259259259,24,31.033910493323276,2,1.0,56.46774732132694
61,fixed_relay,42,1,0.19293981481481481,24,30.970985482678874,2,1.0,57.117014750014484
62,fixed_relay,42,1,0.19699074074074074,24,30.90461887412266,2,1.0,57.803374883002604
63,fixed_relay,42,1,0.2019675925925926,24,30.83724685257654,2,1.0,58.46949224458499
64,fixed_relay,42,1,0.20578703703703705,24,30.75810468514763,2,1.0,59.512906819944135
65,fixed_relay,42,1,0.20949074074074073,24,30.682717359531228,2,1.0,60.26567989178254
66,fixed_relay,42,1,0.21354166666666666,24,30.597753961711135,2,1.0,60.74737287701174
67,fixed_relay,42,1,0.21666666666666667,24,30.528740722261958,2,1.0,61.03242778076994
68,fixed_relay,42,1,0.22013888888888888,24,30.45377977939209,2,1.0,61.268987395421746
69,fixed_relay,42,1,0.22337962962962962,24,30.362588568500897,2,1.0,61.82553630087859
70,fixed_relay,42,1,0.22650462962962964,24,30.275407767084364,2,1.0,62.27355070203306
71,fixed_relay,42,1,0.2292824074074074,24,30.16120493803324,2,1.0,63.02756763536334
72,fixed_relay,42,1,0.23252314814814815,24,30.05160024089629,2,1.0,63.960365746690094
73,fixed_relay,42,1,0.23587962962962963,24,29.941008649900407,2,1.0,64.21966019451425
74,fixed_relay,42,1,0.23912037037037037,24,29.834793917307056,2,1.0,65.22418389359937
75,fixed_relay,42,1,0.24328703703703702,24,29.69219406856703,2,1.0,65.94255953002019
76,fixed_relay,42,1,0.24641203703703704,24,29.542137824214734,2,1.0,66.23192264572789
77,fixed_relay,42,1,0.24988425925925925,24,29.393850586616455,2,1.0,67.3452383003074
78,fixed_relay,42,1,0.25277777777777777,24,29.228779680120294,2,1.0,68.12007804661881
79,fixed_relay,42,1,0.2556712962962963,24,29.08342448384997,2,1.0,69.18741007407773
80,fixed_relay,42,1,0.2590277777777778,24,29.204412703035896,3,1.0,69.91477619780993
81,fixed_relay,42,1,0.2622685185185185,24,29.199527708897335,3,1.0,70.4091367284993
82,fixed_relay,42,1,0.2650462962962963,24,29.171486836515744,3,1.0,71.23809550345152
83,fixed_relay,42,1,0.26886574074074077,24,29.129986207945507,3,1.0,72.15986580598965
84,fixed_relay,42,1,0.27291666666666664,24,29.077207308929143,3,1.0,73.36233836237236
85,fixed_relay,42,1,0.27627314814814813,24,29.024705985860688,3,1.0,74.14038552997673
86,fixed_relay,42,1,0.28020833333333334,24,28.97006726802715,3,1.0,75.17234520078864
87,fixed_relay,42,1,0.284837962962963,24,28.899917222997374,3,1.0,76.00986959563092
88,fixed_relay,42,1,0.2896990740740741,24,28.821319376676097,3,1.0,76.82431346445843
89,fixed_relay,42,1,0.29398148148148145,24,28.734746437379872,3,1.0,77.71472563388464
90,fixed_relay,42,1,0.2974537037037037,24,28.6649032524039,3,1.0,78.71130959122712
91,fixed_relay,42,1,0.30150462962962965,24,28.59418852973883,3,1.0,79.67040513760628
92,fixed_relay,42,1,0.30497685185185186,24,28.51593313411959,3,1.0,80.22252759443741
93,fixed_relay,42,1,0.3105324074074074,24,28.41185074561983,3,1.0,81.39296988949015
94,fixed_relay,42,1,0.3141203703703704,24,28.306129127552964,3,1.0,82.43099958285647
95,fixed_relay,42,1,0.31724537037037037,24,28.220436356583747,3,1.0,83.30834293047282
96,fixed_relay,42,1,0.3210648148148148,24,28.134549954066795,3,1.0,83.8256935988217
97,fixed_relay,42,1,0.3241898148148148,24,28.02936124503307,3,1.0,84.27546311535377
98,fixed_relay,42,1,0.3278935185185185,24,27.93070127570405,3,1.0,84.40272752895244
99,fixed_relay,42,1,0.33101851851851855,24,27.82555493659434,3,1.0,85.31520927746571
100,fixed_relay,42,1,0.3346064814814815,24,27.721952318570615,3,1.0,86.48877982184356
101,fixed_relay,42,1,0.3371527777777778,24,27.61070211764284,3,1.0,86.7733675172991
102,fixed_relay,42,1,0.34085648148148145,24,27.477752262748623,3,1.0,87.44749469484802
103,fixed_relay,42,1,0.34444444444444444,24,27.361287857471808,3,1.0,88.37570366520355
104,fixed_relay,42,1,0.347337962962963,24,27.236881600980173,3,1.0,89.19084497715946
105,fixed_relay,42,1,0.3508101851851852,24,27.11519717632657,3,1.0,89.87363447180282
106,fixed_relay,42,1,0.35462962962962963,24,26.971635075779233,3,1.0,90.59881778413158
107,fixed_relay,42,1,0.3579861111111111,24,26.834401332872048,3,1.0,91.79799939172183
108,fixed_relay,42,1,0.36064814814814816,24,26.704414611750835,3,1.0,92.66183397745914
109,fixed_relay,42,1,0.3638888888888889,24,26.554768887416362,3,1.0,93.71373045319962
110,fixed_relay,42,1,0.36770833333333336,24,26.415157942012737,3,1.0,94.57910061747621
111,fixed_relay,42,1,0.3704861111111111,24,26.28144836663188,3,1.0,95.45343954618433
112,fixed_relay,42,1,0.37395833333333334,24,26.105786699430656,3,1.0,95.99450353546041
113,fixed_relay,42,1,0.37777777777777777,24,25.914632337641375,3,1.0,97.17427533933218
114,fixed_relay,42,1,0.38055555555555554,24,25.729290205780234,3,1.0,97.84926453900857
115,fixed_relay,42,1,0.3849537037037037,24,25.53818653989917,3,1.0,99.08536336864768
116,fixed_relay,42,1,0.38842592592592595,24,25.339382813836597,3,1.0,99.94746124059445
117,fixed_relay,42,1,0.39166666666666666,24,25.146410510006234,3,1.0,101.14698507138458
118,fixed_relay,42,1,0.39502314814814815,24,24.92054525937512,3,1.0,102.04269288485996
119,fixed_relay,42,1,0.39837962962962964,24,24.707515905905325,3,1.0,102.89526472609887
120,fixed_relay,42,1,0.40196759259259257,24,24.8912648433696,4,0.75,103.56168785808714
121,fixed_relay,42,1,0.40497685185185184,24,24.861425743014298,4,0.75,103.94143101376612
122,fixed_relay,42,1,0.4074074074074074,24,24.808998398344798,4,0.75,104.77933392477259
123,fixed_relay,42,1,0.4111111111111111,24,24.722994499809953,4,0.75,105.48441948975943
124,fixed_relay,42,1,0.41388888888888886,24,24.6294763566861,4,0.75,106.5009264032191
125,fixed_relay,42,1,0.4170138888888889,24,24.520499825917653,4,0.75,107.38035539491842
126,fixed_relay,42,1,0.42060185185185184,24,24.405639573625354,4,0.75,107.74176755516315
127,fixed_relay,42,1,0.42280092592592594,24,24.302669394093318,4,0.75,108.67615676048901
128,fixed_relay,42,1,0.42662037037037037,24,24.192443197826194,4,0.75,109.53313973464019
129,fixed_relay,42,1,0.42951388888888886,23,25.14078730497953,4,0.75,110.16494837213986
130,fixed_relay,42,1,0.4335648148148148,23,25.048234283572977,4,0.75,111.30990253624469
131,fixed_relay,42,1,0.43657407407407406,22,26.082917967265157,4,0.75,112.24764822099581
132,fixed_relay,42,1,0.440625,22,25.9804960770551,4,0.75,113.32260205147982
133,fixed_relay,42,1,0.44340277777777776,22,25.88079589155221,4,0.75,114.2356160811488
134,fixed_relay,42,1,0.44710648148148147,21,26.995044822130954,4,0.75,115.3744368668736
135,fixed_relay,42,1,0.4497685185185185,21,26.906744489914434,4,0.75,115.3744368668736
136,fixed_relay,42,1,0.4527777777777778,21,26.798811187792634,4,0.75,115.3744368668736
137,fixed_relay,42,1,0.45694444444444443,21,26.702229635105702,4,0.75,115.3744368668736
138,fixed_relay,42,1,0.45949074074074076,21,26.60951622205003,4,0.75,115.3744368668736
139,fixed_relay,42,1,0.46319444444444446,21,26.50434219456288,4,0.75,115.3744368668736
140,fixed_relay,42,1,0.465625,21,26.38881835866087,4,0.75,115.3744368668736
141,fixed_relay,42,1,0.4681712962962963,21,26.275216269250222,4,0.75,115.3744368668736
142,fixed_relay,42,1,0.4704861111111111,21,26.176394449406967,4,0.75,115.3744368668736
143,fixed_relay,42,1,0.47337962962962965,21,26.035821941646688,4,0.75,115.94570757406339
144,fixed_relay,42,1,0.4771990740740741,21,25.90725654967297,4,0.75,116.78909574155387
145,fixed_relay,42,1,0.480787037037037,21,25.793408002077328,4,0.75,117.43265548460853
146,fixed_relay,42,1,0.4829861111111111,21,25.6569687685025,4,0.75,118.53714369048919
147,fixed_relay,42,1,0.4857638888888889,21,25.52952099589032,4,0.75,118.99631228357221
148,fixed_relay,42,1,0.4883101851851852,21,25.384235756617663,4,0.75,119.0
149,fixed_relay,42,1,0.4909722222222222,21,25.23620027043815,4,0.75,119.0
150,fixed_relay,42,1,0.493287037037037,21,25.098596267313333,4,0.75,119.0
151,fixed_relay,42,1,0.4962962962962963,21,24.932683355105166,4,0.75,119.0
152,fixed_relay,42,1,0.4979166666666667,21,24.764698349335692,4,0.75,119.0
153,fixed_relay,42,1,0.49953703703703706,21,24.60380741866707,4,0.75,119.0
154,fixed_relay,42,1,0.5006944444444444,21,24.41359416071813,4,0.75,119.0
155,fixed_relay,42,1,0.5023148148148148,21,24.215943537015608,4,0.75,119.0
156,fixed_relay,42,1,0.5034722222222222,21,24.015160781763413,4,0.75,119.0
157,fixed_relay,42,1,0.5043981481481481,21,23.815542199868897,4,0.75,119.0
158,fixed_relay,42,1,0.5057870370370371,21,23.608221851382474,4,0.75,119.0
159,fixed_relay,42,1,0.5068287037037037,21,23.38903294791629,4,0.75,119.0
160,fixed_relay,42,1,0.508912037037037,21,23.617375125542033,5,0.8,119.0
161,fixed_relay,42,1,0.5103009259259259,20,24.891441950608048,5,0.8,119.0
162,fixed_relay,42,1,0.5120370370370371,20,24.88473502156531,5,0.8,119.0
163,fixed_relay,42,1,0.512962962962963,20,24.85524897497785,5,0.8,119.0
164,fixed_relay,42,1,0.5140046296296297,20,24.804339326211608,5,0.8,119.0
165,fixed_relay,42,1,0.515162037037037,20,24.76540185633076,5,0.8,119.0
166,fixed_relay,42,1,0.5155092592592593,20,24.72099981886233,5,0.8,119.0
167,fixed_relay,42,1,0.5162037037037037,20,24.661704554749125,5,0.8,119.0
168,fixed_relay,42,1,0.5168981481481482,20,24.605557129320875,5,0.8,119.0
169,fixed_relay,42,1,0.5172453703703703,20,24.542043648315662,5,0.8,119.0
170,fixed_relay,42,1,0.517824074074074,20,24.467736236856584,5,0.8,119.0
171,fixed_relay,42,1,0.517824074074074,20,24.40356809206498,5,0.8,119.0
172,fixed_relay,42,1,0.5180555555555556,20,24.330378510612455,5,0.8,119.0
173,fixed_relay,42,1,0.5180555555555556,20,24.26604376702513,5,0.8,119.0
174,fixed_relay,42,1,0.5184027777777778,19,25.46912393935538,5,0.8,119.0
175,fixed_relay,42,1,0.5188657407407408,19,25.41319814443985,5,0.8,119.0
176,fixed_relay,42,1,0.5194444444444445,19,25.363755779942654,5,0.8,119.0
177,fixed_relay,42,1,0.5197916666666667,19,25.291423937256848,5,0.8,119.0
178,fixed_relay,42,1,0.5197916666666667,19,25.21511884496508,5,0.8,119.0
179,fixed_relay,42,1,0.5197916666666667,19,25.151562473619578,5,0.8,119.0
180,fixed_relay,42,1,0.5197916666666667,19,25.091522986952082,5,0.8,119.0
181,fixed_relay,42,1,0.5199074074074074,18,26.432798835053134,5,0.8,119.0
182,fixed_relay,42,1,0.5199074074074074,18,26.368443819958543,5,0.8,119.0
183,fixed_relay,42,1,0.5200231481481481,18,26.305123722638143,5,0.8,119.0
184,fixed_relay,42,1,0.5202546296296297,17,27.798248742706818,5,0.8,119.0
185,fixed_relay,42,1,0.5206018518518518,17,27.75108803950996,5,0.8,119.0
186,fixed_relay,42,1,0.5206018518518518,17,27.714382256885806,5,0.8,119.0
187,fixed_relay,42,1,0.5207175925925925,17,27.670270861991234,5,0.8,119.0
188,fixed_relay,42,1,0.5207175925925925,16,29.324957729860436,5,0.8,119.0
189,fixed_relay,42,1,0.5209490740740741,16,29.254747736417322,5,0.8,119.0
190,fixed_relay,42,1,0.5212962962962963,16,29.17292638284099,5,0.8,119.0
191,fixed_relay,42,1,0.5212962962962963,16,29.10110364162169,5,0.8,119.0
192,fixed_relay,42,1,0.5212962962962963,16,28.990722788378953,5,0.8,119.0
193,fixed_relay,42,1,0.5215277777777778,16,28.882740749488086,5,0.8,119.0
194,fixed_relay,42,1,0.5215277777777778,16,28.77131861098001,5,0.8,119.0
195,fixed_relay,42,1,0.5215277777777778,16,28.639713087777842,5,0.8,119.0
196,fixed_relay,42,1,0.5215277777777778,16,28.488973985882474,5,0.8,119.0
197,fixed_relay,42,1,0.521875,16,28.320039818637547,5,0.8,119.0
198,fixed_relay,42,1,0.5221064814814815,16,28.16059102122017,5,0.8,119.0
199,fixed_relay,42,1,0.5221064814814815,16,28.02191247010103,5,0.8,119.0
200,fixed_relay,42,1,0.5221064814814815,16,28.565831258555445,6,0.8333333333333334,119.0
201,fixed_relay,42,1,0.5221064814814815,16,28.942803879312304,6,0.8333333333333334,119.0
202,fixed_relay,42,1,0.5221064814814815,16,29.252535699480006,6,0.8333333333333334,119.0
203,fixed_relay,42,1,0.5221064814814815,16,29.406938954540266,6,0.8333333333333334,119.0
204,fixed_relay,42,1,0.5221064814814815,16,29.531222382139497,6,0.8333333333333334,119.0
205,fixed_relay,42,1,0.5221064814814815,16,29.626375475677065,6,0.8333333333333334,119.0
206,fixed_relay,42,1,0.5221064814814815,16,29.72150202320332,6,0.8333333333333334,119.0
207,fixed_relay,42,1,0.5221064814814815,16,29.792936864813676,6,0.8333333333333334,119.0
208,fixed_relay,42,1,0.5221064814814815,16,29.872098930234458,6,0.8333333333333334,119.0
209,fixed_relay,42,1,0.5221064814814815,16,29.953259695552987,6,0.8333333333333334,119.0
210,fixed_relay,42,1,0.5221064814814815,16,30.02669917366621,6,0.8333333333333334,119.0
211,fixed_relay,42,1,0.5221064814814815,16,30.094472004121098,6,0.8333333333333334,119.0
212,fixed_relay,42,1,0.5222222222222223,16,30.15726218598438,6,0.8333333333333334,119.0
213,fixed_relay,42,1,0.5222222222222223,16,30.22040051539627,6,0.8333333333333334,119.0
214,fixed_relay,42,1,0.5222222222222223,16,30.29700073498382,6,0.8333333333333334,119.0
215,fixed_relay,42,1,0.5222222222222223,16,30.367548960624198,6,0.8333333333333334,119.0
216,fixed_relay,42,1,0.5222222222222223,16,30.435679930828424,6,0.8333333333333334,119.0
217,fixed_relay,42,1,0.5222222222222223,16,30.511408808806166,6,0.8333333333333334,119.0
218,fixed_relay,42,1,0.5222222222222223,16,30.578044688799913,6,0.8333333333333334,119.0
219,fixed_relay,42,1,0.5222222222222223,16,30.650490834785316,6,0.8333333333333334,119.0
220,fixed_relay,42,1,0.5222222222222223,16,30.72441666066336,6,0.8333333333333334,119.0
221,fixed_relay,42,1,0.5222222222222223,16,30.79598035369279,6,0.8333333333333334,119.0
222,fixed_relay,42,1,0.5222222222222223,16,30.865517805429523,6,0.8333333333333334,119.0
223,fixed_relay,42,1,0.5222222222222223,16,30.944816745848023,6,0.8333333333333334,119.0
224,fixed_relay,42,1,0.5222222222222223,16,31.011865444716484,6,0.8333333333333334,119.0
225,fixed_relay,42,1,0.5222222222222223,16,31.085721457234023,6,0.8333333333333334,119.0
226,fixed_relay,42,1,0.5222222222222223,16,31.161466729345477,6,0.8333333333333334,119.0
227,fixed_relay,42,1,0.5222222222222223,16,31.2219409528281,6,0.8333333333333334,119.0
228,fixed_relay,42,1,0.5222222222222223,16,31.300820460248648,6,0.8333333333333334,119.0
229,fixed_relay,42,1,0.5222222222222223,16,31.374634857277897,6,0.8333333333333334,119.0
230,fixed_relay,42,1,0.5222222222222223,16,31.425055356110384,6,0.8333333333333334,119.0
231,fixed_relay,42,1,0.5222222222222223,16,31.458145563501564,6,0.8333333333333334,119.0
232,fixed_relay,42,1,0.5222222222222223,16,31.5005640435553,6,0.8333333333333334,119.0
233,fixed_relay,42,1,0.5222222222222223,16,31.5315736542787,6,0.8333333333333334,119.0
234,fixed_relay,42,1,0.5222222222222223,16,31.564680178255628,6,0.8333333333333334,119.0
235,fixed_relay,42,1,0.5222222222222223,16,31.596032582292217,6,0.8333333333333334,119.0
236,fixed_relay,42,1,0.5222222222222223,16,31.629477281358625,6,0.8333333333333334,119.0
237,fixed_relay,42,1,0.5222222222222223,16,31.667638695594903,6,0.8333333333333334,119.0
238,fixed_relay,42,1,0.5222222222222223,16,31.701828118296937,6,0.8333333333333334,119.0
239,fixed_relay,42,1,0.5222222222222223,16,31.731963953582696,6,0.8333333333333334,119.0
0,fixed_relay,84,1,0.009606481481481481,24,32.0,1,1.0,10.811964822663965
1,fixed_relay,84,1,0.011689814814814814,24,32.0,1,1.0,11.829109174596441
2,fixed_relay,84,1,0.013888888888888888,24,32.0,1,1.0,12.853049049426948
3,fixed_relay,84,1,0.015856481481481482,24,32.0,1,1.0,13.633391585087654
4,fixed_relay,84,1,0.01724537037037037,24,32.0,1,1.0,14.217108446223358
5,fixed_relay,84,1,0.01863425925925926,24,32.0,1,1.0,15.034178577291598
6,fixed_relay,84,1,0.020717592592592593,24,32.0,1,1.0,16.217388818688878
7,fixed_relay,84,1,0.022569444444444444,24,32.0,1,1.0,17.132138390995607
8,fixed_relay,84,1,0.024537037037037038,24,32.0,1,1.0,18.185076878263715
9,fixed_relay,84,1,0.026504629629629628,24,32.0,1,1.0,19.014661384703967
10,fixed_relay,84,1,0.028819444444444446,24,32.0,1,1.0,19.73744962026524
11,fixed_relay,84,1,0.030555555555555555,24,32.0,1,1.0,20.173483216332716
12,fixed_relay,84,1,0.03321759259259259,24,32.0,1,1.0,21.159014366834487
13,fixed_relay,84,1,0.03564814814814815,24,32.0,1,1.0,22.33507058248438
14,fixed_relay,84,1,0.0375,24,32.0,1,1.0,22.900382179710082
15,fixed_relay,84,1,0.03958333333333333,24,32.0,1,1.0,23.47839802797512
16,fixed_relay,84,1,0.041087962962962965,24,32.0,1,1.0,24.164425917018992
17,fixed_relay,84,1,0.04351851851851852,24,32.0,1,1.0,24.638720952384972
18,fixed_relay,84,1,0.04594907407407407,24,32.0,1,1.0,25.3846404200814
19,fixed_relay,84,1,0.04826388888888889,24,32.0,1,1.0,26.392309567176024
20,fixed_relay,84,1,0.050347222222222224,24,32.0,1,1.0,26.818839883168394
21,fixed_relay,84,1,0.0525462962962963,24,32.0,1,1.0,27.428035096399817
22,fixed_relay,84,1,0.05497685185185185,24,32.0,1,1.0,28.36577523120362
23,fixed_relay,84,1,0.05763888888888889,24,32.0,1,1.0,29.355504635842035
24,fixed_relay,84,1,0.06041666666666667,24,31.995457683041987,1,1.0,29.851158827693965
25,fixed_relay,84,1,0.06342592592592593,24,31.996234288110358,1,1.0,30.84078895520566
26,fixed_relay,84,1,0.06585648148148149,24,31.98963956349313,1,1.0,31.841003237768764
27,fixed_relay,84,1,0.06782407407407408,24,31.983470293521602,1,1.0,32.21549935646983
28,fixed_relay,84,1,0.0712962962962963,24,31.96005896758901,1,1.0,33.47524862703212
